exp_id,ano,mes
1380,2020,08
2347,2020,08
1058,2020,08
2012,2020,08
511,2020,08
1169,2020,08
1270,2020,08
2215,2020,08
2394,2020,08
1219,2020,08
8,2020,08
787,2020,08
1114,2020,08
890,2020,08
128,2020,08
167,2020,08
1517,2020,08
932,2020,08
1299,2020,08
1011,2020,08
1946,2020,08
179,2020,08
327,2020,08
2177,2020,08
577,2020,08
1682,2020,08
1639,2020,08
227,2020,08
1017,2020,08
520,2020,08
401,2020,08
464,2020,08
291,2020,08
132,2020,08
940,2020,08
582,2020,08
56,2020,08
1394,2020,08
441,2020,08
1129,2020,08
1658,2020,08
2239,2020,08
1884,2020,08
732,2020,08
993,2020,08
1873,2020,08
1170,2020,08
1525,2020,08
753,2020,08
851,2020,08
293,2020,08
1831,2020,08
640,2020,08
375,2020,08
1245,2020,08
1883,2020,08
1403,2020,08
1698,2020,08
1602,2020,08
39,2020,08
1749,2020,08
1550,2020,08
2268,2020,08
1499,2020,08
1383,2020,08
1409,2020,08
1577,2020,08
1729,2020,08
454,2020,08
1977,2020,08
833,2020,08
1281,2020,08
1543,2020,08
2222,2020,08
2071,2020,08
2337,2020,08
2031,2020,08
1156,2020,08
254,2020,08
1252,2020,08
1306,2020,08
107,2020,08
2240,2020,08
2345,2020,08
649,2020,08
1667,2020,08
1416,2020,08
896,2020,08
1291,2020,08
1185,2020,08
1009,2020,08
15,2020,08
578,2020,08
1401,2020,08
1473,2020,08
869,2020,08
2171,2020,08
1789,2020,08
1214,2020,08
404,2020,08
78,2020,08
2099,2020,08
266,2020,08
504,2020,08
1201,2020,08
2208,2020,08
1904,2020,08
1773,2020,08
518,2020,08
1862,2020,08
2118,2020,08
2253,2020,08
2318,2020,08
1100,2020,08
2341,2020,08
1479,2020,08
138,2020,08
776,2020,08
1286,2020,08
767,2020,08
1077,2020,08
2084,2020,08
1980,2020,08
2386,2020,08
788,2020,08
2367,2020,08
822,2020,08
50,2020,08
1211,2020,08
1950,2020,08
452,2020,08
596,2020,08
2013,2020,08
631,2020,08
474,2020,08
1274,2020,08
1168,2020,08
46,2020,08
964,2020,08
1226,2020,08
77,2020,08
2128,2020,08
685,2020,08
1512,2020,08
976,2020,08
468,2020,08
264,2020,08
1301,2020,08
1979,2020,08
1868,2020,08
991,2020,08
466,2020,08
571,2020,08
1334,2020,08
2223,2020,08
1429,2020,08
684,2020,08
1745,2020,08
610,2020,08
1388,2020,08
153,2020,08
369,2020,08
388,2020,08
2141,2020,08
850,2020,08
910,2020,08
2301,2020,08
1668,2020,08
2260,2020,08
751,2020,08
2181,2020,08
1911,2020,08
1145,2020,08
539,2020,08
330,2020,08
525,2020,08
1139,2020,08
2339,2020,08
984,2020,08
1672,2020,08
1357,2020,08
1967,2020,08
690,2020,08
1495,2020,08
405,2020,08
352,2020,08
2119,2020,08
1297,2020,08
442,2020,08
616,2020,08
1109,2020,08
1896,2020,08
710,2020,08
418,2020,08
1326,2020,08
1595,2020,08
2132,2020,08
1465,2020,08
1633,2020,08
603,2020,08
1625,2020,08
1084,2020,08
627,2020,08
219,2020,08
98,2020,08
1372,2020,08
926,2020,08
782,2020,08
2087,2020,08
615,2020,08
752,2020,08
1856,2020,08
66,2020,08
1062,2020,08
1033,2020,08
2242,2020,08
1303,2020,08
1822,2020,08
1340,2020,08
1567,2020,08
1069,2020,08
1727,2020,08
846,2020,08
109,2020,08
600,2020,08
549,2020,08
52,2020,08
717,2020,08
680,2020,08
310,2020,08
473,2020,08
2017,2020,08
1616,2020,08
1013,2020,08
1332,2020,08
2320,2020,08
70,2020,08
3,2020,08
229,2020,08
2125,2020,08
1662,2020,08
607,2020,08
20,2020,08
1929,2020,08
201,2020,08
1844,2020,08
1336,2020,08
1518,2020,08
2387,2020,08
1417,2020,08
1,2020,08
2214,2020,08
358,2020,08
2103,2020,08
409,2020,08
598,2020,08
795,2020,08
1842,2020,08
2257,2020,08
1312,2020,08
1049,2020,08
650,2020,08
1016,2020,08
1578,2020,08
191,2020,08
425,2020,08
755,2020,08
2048,2020,08
72,2020,08
268,2020,08
848,2020,08
481,2020,08
1763,2020,08
1841,2020,08
980,2020,08
2078,2020,08
1183,2020,08
2422,2020,08
1531,2020,08
1227,2020,08
1382,2020,08
1588,2020,08
796,2020,08
497,2020,08
1015,2020,08
1200,2020,08
1022,2020,08
746,2020,08
601,2020,08
2068,2020,08
483,2020,08
1456,2020,08
1474,2020,08
25,2020,08
1103,2020,08
1437,2020,08
1730,2020,08
2369,2020,08
2254,2020,08
1497,2020,08
592,2020,08
2192,2020,08
2023,2020,08
1430,2020,08
294,2020,08
2056,2020,08
426,2020,08
1529,2020,08
374,2020,08
1166,2020,08
1363,2020,08
1209,2020,08
1020,2020,08
839,2019,08
665,2019,08
2153,2019,08
1171,2019,08
344,2019,08
2241,2019,08
1074,2019,08
440,2019,08
2142,2019,08
2221,2019,08
1563,2019,08
1928,2019,08
655,2019,08
22,2019,08
1233,2019,08
946,2019,08
505,2019,08
1599,2019,08
2298,2019,08
2413,2019,08
218,2019,08
410,2019,08
1917,2019,08
983,2019,08
514,2019,08
643,2019,08
62,2019,08
1572,2019,08
2143,2019,08
1648,2019,08
1934,2019,08
859,2019,08
648,2019,08
2265,2019,08
1094,2019,08
2416,2019,08
178,2019,08
2271,2019,08
1586,2019,08
1150,2019,08
835,2019,08
754,2019,08
1829,2019,08
1598,2019,08
810,2019,08
918,2019,08
1821,2019,08
567,2019,08
154,2019,08
1350,2019,08
1204,2019,08
1057,2019,08
1138,2019,08
434,2019,08
2102,2019,08
1152,2019,08
2263,2019,08
2166,2019,08
586,2019,08
948,2019,08
585,2019,08
1065,2019,08
1931,2019,08
864,2019,08
1431,2019,08
510,2019,08
170,2019,08
868,2019,08
806,2019,08
1885,2019,08
1887,2019,08
1391,2019,08
986,2019,08
2321,2019,08
951,2019,08
13,2019,08
1198,2019,08
1309,2019,08
935,2019,08
2094,2019,08
44,2019,08
187,2019,08
967,2019,08
952,2019,08
830,2019,08
2410,2019,08
280,2019,08
2252,2019,08
2384,2019,08
1498,2019,08
1023,2019,08
1244,2019,08
2358,2019,08
2305,2019,08
1261,2019,08
316,2019,08
1861,2019,08
163,2019,08
2155,2019,08
2095,2019,08
703,2019,08
1064,2019,08
255,2019,08
2385,2019,08
53,2019,08
1546,2019,08
299,2019,08
1240,2019,08
1212,2019,08
863,2019,08
453,2019,08
1520,2019,08
71,2019,08
1469,2019,08
455,2019,08
2269,2019,08
1970,2019,08
670,2019,08
724,2019,08
1988,2019,08
322,2019,08
1411,2019,08
2120,2019,08
1726,2019,08
142,2019,08
2332,2019,08
432,2019,08
962,2019,08
1579,2019,08
2079,2019,08
1157,2019,08
1461,2019,08
1715,2019,08
2232,2019,08
80,2019,08
1161,2019,08
516,2019,08
1087,2019,08
1867,2019,08
1690,2019,08
1724,2019,08
2049,2019,08
1260,2019,08
328,2019,08
2159,2019,08
1811,2019,08
1452,2019,08
793,2019,08
2131,2019,08
31,2019,08
1562,2019,08
893,2019,08
617,2019,08
361,2019,08
1536,2019,08
1519,2019,08
1601,2019,08
177,2019,08
336,2019,08
244,2019,08
1565,2019,08
1735,2019,08
1678,2019,08
2032,2019,08
438,2019,08
576,2019,08
1120,2019,08
2064,2019,08
1028,2019,08
1117,2019,08
895,2019,08
533,2019,08
309,2019,08
548,2019,08
1063,2019,08
1936,2019,08
1664,2019,08
1661,2019,08
312,2019,08
492,2019,08
1097,2019,08
106,2019,08
1324,2019,08
1327,2019,08
1774,2019,08
1163,2019,08
2195,2019,08
1034,2019,08
2157,2019,08
495,2019,08
1196,2019,08
2275,2019,08
1398,2019,08
1556,2019,08
2020,2019,08
1953,2019,08
83,2019,08
286,2019,08
1113,2019,08
1253,2019,08
783,2019,08
587,2019,08
1603,2019,08
557,2019,08
1134,2019,08
477,2019,08
857,2019,08
356,2019,08
1797,2019,08
2147,2019,08
2185,2019,08
1371,2019,08
673,2019,08
1044,2019,08
998,2019,08
1396,2019,08
629,2019,08
1406,2019,08
1794,2019,08
1006,2019,08
1188,2019,08
764,2019,08
719,2019,08
277,2019,08
408,2019,08
337,2019,08
2350,2019,08
1695,2019,08
931,2019,08
117,2019,08
1751,2019,08
2146,2019,08
1910,2019,08
382,2019,08
581,2019,08
1319,2019,08
954,2019,08
479,2019,08
1739,2019,08
1027,2019,08
2219,2019,08
677,2019,08
306,2019,08
923,2019,08
790,2019,08
119,2019,08
458,2019,08
1978,2019,08
2137,2019,08
140,2019,08
2123,2019,08
1448,2019,08
879,2019,08
346,2019,08
1759,2019,08
1362,2019,08
1516,2019,08
100,2019,08
2105,2019,08
1385,2019,08
778,2019,08
1328,2019,08
1029,2019,08
2233,2019,08
978,2019,08
2246,2019,08
1247,2019,08
467,2019,08
199,2019,08
317,2019,08
1154,2019,08
392,2019,08
1105,2019,08
2003,2019,08
1373,2019,08
123,2019,08
775,2019,08
1642,2019,08
1210,2019,08
263,2019,08
704,2019,08
943,2019,08
2129,2019,08
282,2019,08
2145,2019,08
2274,2019,08
861,2019,08
1356,2019,08
1833,2019,08
1141,2019,08
662,2019,08
345,2019,08
1053,2019,08
556,2019,08
2342,2019,08
2330,2019,08
2351,2019,08
1351,2019,08
1812,2019,08
2093,2019,08
884,2019,08
1683,2019,08
1594,2019,08
1001,2019,08
1702,2019,08
1593,2019,08
602,2019,08
1249,2019,08
1432,2019,08
484,2019,08
1972,2019,08
1956,2019,08
1955,2019,08
1413,2019,08
281,2019,08
626,2019,08
252,2019,08
2122,2019,08
1032,2019,08
2323,2019,08
768,2019,08
974,2019,08
1742,2019,08
2205,2019,08
343,2019,08
837,2019,08
94,2019,08
1038,2019,08
302,2019,08
2418,2019,08
1003,2019,08
1622,2019,08
47,2019,08
127,2019,08
1502,2019,08
331,2019,08
1740,2019,08
1849,2019,08
1635,2019,08
597,2019,08
2075,2019,08
1908,2019,08
421,2019,08
1106,2019,08
1573,2019,08
1798,2019,08
886,2019,08
947,2019,08
262,2019,08
1941,2019,08
2388,2019,08
636,2019,08
639,2019,08
1921,2019,08
2356,2019,08
1692,2019,08
311,2019,08
1392,2019,08
1858,2019,08
1983,2019,08
668,2019,08
623,2019,08
771,2019,08
1741,2019,08
781,2019,08
1091,2019,08
165,2019,08
1901,2019,08
1583,2019,08
423,2019,08
814,2019,08
1675,2019,08
1755,2019,08
563,2019,08
838,2019,08
2297,2019,08
554,2019,08
174,2019,08
1131,2019,08
1195,2019,08
1974,2019,08
798,2019,08
471,2019,08
1859,2019,08
920,2019,08
113,2019,08
1656,2019,08
1364,2019,08
1611,2019,08
1890,2019,08
971,2019,08
1716,2019,08
1050,2019,08
90,2019,08
730,2019,08
2362,2019,08
475,2019,08
42,2019,08
2058,2019,08
2015,2019,08
877,2019,08
2303,2019,08
689,2019,08
2319,2019,08
1736,2019,08
905,2019,08
1483,2019,08
1814,2019,08
159,2019,08
224,2019,08
2174,2019,08
1860,2019,08
1997,2019,08
1086,2019,08
2235,2019,08
1808,2019,08
1501,2019,08
55,2019,08
818,2019,08
2382,2019,08
2126,2019,08
611,2019,08
2224,2019,08
1325,2019,08
970,2019,08
1370,2019,08
1500,2019,08
653,2019,08
672,2019,08
541,2019,08
819,2019,08
1124,2019,08
1880,2019,08
1948,2019,08
681,2019,08
1192,2019,08
1216,2019,08
957,2019,08
196,2019,08
370,2019,08
86,2019,08
1314,2019,08
1449,2019,08
919,2019,08
1433,2019,08
1722,2019,08
211,2019,08
2101,2019,08
696,2019,08
2080,2019,08
1830,2019,08
243,2019,08
226,2019,08
91,2019,08
168,2019,08
2044,2019,08
2311,2019,08
1072,2019,08
2333,2019,08
1081,2019,08
1088,2019,08
389,2019,08
1705,2019,08
1700,2019,08
656,2019,08
1316,2019,08
1706,2019,08
2021,2019,08
1384,2019,08
1522,2019,08
1135,2019,08
885,2019,08
2035,2019,08
2390,2019,08
2076,2019,08
1952,2019,08
1251,2019,08
2213,2019,08
1592,2019,08
318,2019,08
2259,2019,08
2329,2019,08
220,2019,08
334,2019,08
498,2019,08
698,2019,08
1776,2019,08
854,2019,08
2113,2019,08
756,2019,08
129,2019,08
1768,2019,08
326,2019,08
1043,2019,08
708,2019,08
192,2019,08
21,2019,08
304,2019,08
637,2019,08
1838,2019,08
2389,2019,08
992,2019,08
878,2019,08
1054,2019,08
1042,2019,08
181,2019,08
2381,2019,08
501,2019,08
1627,2019,08
1688,2019,08
2022,2019,08
671,2019,08
411,2019,08
1528,2019,08
413,2019,08
368,2019,08
1628,2019,08
903,2019,08
194,2019,08
706,2019,08
734,2019,08
981,2019,08
2187,2019,08
36,2019,08
377,2019,08
1427,2019,08
1854,2019,08
1423,2019,08
1605,2019,08
801,2019,08
1570,2019,08
657,2019,08
747,2019,08
1040,2019,08
1788,2019,08
180,2019,08
23,2019,08
1645,2019,08
2230,2019,08
1435,2019,08
1693,2019,08
1804,2019,08
81,2019,08
2424,2019,08
2198,2019,08
741,2019,08
1783,2019,08
2340,2019,08
2121,2019,08
2038,2019,08
1877,2019,08
1632,2019,08
257,2019,08
870,2019,08
1293,2019,08
1834,2019,08
2202,2019,08
57,2019,08
565,2019,08
1596,2019,08
1283,2019,08
1564,2019,08
928,2019,08
646,2019,08
1148,2019,08
575,2019,08
817,2019,08
2383,2019,08
1744,2019,08
116,2019,08
190,2019,08
559,2019,08
1924,2019,08
999,2019,08
2100,2019,08
1984,2019,08
246,2019,08
386,2019,08
472,2019,08
431,2019,08
1468,2019,08
1476,2019,08
1619,2019,08
1126,2019,08
1112,2019,08
1855,2019,08
1898,2019,08
634,2019,08
770,2019,08
2316,2019,08
1463,2019,08
1367,2019,08
1292,2019,08
527,2019,08
1653,2019,08
2211,2019,08
1815,2019,08
338,2019,08
1059,2019,08
535,2019,08
2279,2019,08
2009,2019,08
1441,2019,08
267,2019,08
1405,2019,08
221,2019,08
436,2019,08
164,2019,08
1731,2019,08
1752,2019,08
2182,2019,08
683,2019,08
1881,2019,08
1232,2019,08
67,2019,08
447,2019,08
2018,2019,08
1889,2019,08
1436,2019,08
222,2019,08
1996,2019,08
1973,2019,08
450,2019,08
298,2019,08
1121,2019,08
460,2019,08
208,2019,08
139,2019,08
61,2019,08
2391,2019,08
151,2019,08
1872,2019,08
692,2019,08
213,2019,08
1991,2019,08
186,2019,08
1612,2019,08
1869,2019,08
2403,2019,08
843,2019,08
1213,2019,08
1960,2019,08
620,2019,08
1205,2019,08
2290,2019,08
867,2019,08
64,2019,08
808,2019,08
2314,2019,08
1784,2019,08
1346,2019,08
792,2019,08
845,2019,08
1585,2019,08
666,2019,08
2034,2019,08
1903,2019,08
1712,2019,08
1907,2019,08
417,2019,08
1425,2019,08
1681,2019,08
1657,2019,08
2266,2019,08
938,2019,08
815,2019,08
1197,2019,08
2158,2019,08
2331,2019,08
1289,2019,08
630,2019,08
733,2019,08
913,2019,08
189,2019,08
737,2019,08
779,2019,08
2270,2019,08
579,2019,08
2151,2019,08
420,2019,08
828,2019,08
2051,2019,08
1107,2019,08
874,2019,08
1339,2019,08
2047,2019,08
906,2019,08
2026,2019,08
2374,2019,08
1445,2019,08
1737,2019,08
121,2019,08
1704,2019,08
1122,2019,08
2393,2019,08
1713,2019,08
1865,2019,08
960,2019,08
2372,2019,08
2365,2019,08
2212,2019,08
1905,2019,08
2392,2019,08
916,2019,08
1894,2019,08
349,2019,08
2164,2019,08
1193,2019,08
853,2019,08
2251,2019,08
365,2019,08
1264,2019,08
2140,2019,08
1127,2019,08
1295,2019,08
507,2019,08
1786,2019,08
399,2019,08
550,2019,08
1242,2019,08
2107,2019,08
372,2019,08
1259,2019,08
2408,2019,08
552,2019,08
1949,2019,08
176,2019,08
1766,2019,08
1313,2019,08
609,2019,08
1458,2019,08
2110,2019,08
1487,2019,08
1110,2019,08
702,2019,08
136,2019,08
1554,2019,08
1224,2019,08
1460,2019,08
188,2019,08
939,2019,08
1235,2019,08
1203,2019,08
1840,2019,08
1464,2019,08
1954,2019,08
633,2019,08
2043,2019,08
79,2019,08
198,2019,08
1475,2019,08
1470,2019,08
329,2019,08
1164,2019,08
2363,2019,08
1935,2019,08
233,2019,08
1176,2019,08
92,2019,08
1584,2019,08
591,2019,08
2000,2019,08
202,2019,08
1892,2019,08
489,2019,08
273,2019,08
247,2019,08
904,2019,08
1269,2019,08
1733,2019,08
469,2019,08
2293,2019,08
339,2019,08
87,2019,08
536,2019,08
238,2019,08
1284,2019,08
1732,2019,08
1551,2019,08
2010,2019,08
1503,2019,08
2037,2019,08
901,2019,08
1998,2019,08
258,2019,08
855,2019,08
1762,2019,08
1851,2019,08
272,2019,08
2229,2019,08
738,2019,08
827,2019,08
1108,2019,08
359,2019,08
1451,2019,08
1234,2019,08
825,2019,08
2065,2019,08
922,2019,08
1771,2019,08
1046,2019,08
1926,2019,08
285,2019,08
145,2019,08
937,2019,08
2228,2019,08
1263,2019,08
1236,2019,08
1173,2020,07
1555,2020,07
1965,2020,07
1939,2020,07
2175,2020,07
632,2020,07
742,2020,07
351,2020,07
1723,2020,07
1485,2020,07
1958,2020,07
2096,2020,07
2055,2020,07
1262,2020,07
542,2020,07
1827,2020,07
2116,2020,07
451,2020,07
1696,2020,07
217,2020,07
1764,2020,07
1679,2020,07
214,2020,07
682,2020,07
1267,2020,07
2291,2020,07
774,2020,07
531,2020,07
193,2020,07
1095,2020,07
2169,2020,07
414,2020,07
279,2020,07
509,2020,07
278,2020,07
1147,2020,07
12,2020,07
1652,2020,07
232,2020,07
763,2020,07
1099,2020,07
2377,2020,07
945,2020,07
1486,2020,07
37,2020,07
2227,2020,07
1440,2020,07
2115,2020,07
1493,2020,07
1651,2020,07
1021,2020,07
415,2020,07
485,2020,07
2258,2020,07
14,2020,07
1090,2020,07
1754,2020,07
1484,2020,07
1906,2020,07
449,2020,07
335,2020,07
2361,2020,07
2039,2020,07
325,2020,07
350,2020,07
2204,2020,07
1725,2020,07
2173,2020,07
2054,2020,07
1137,2020,07
1780,2020,07
241,2020,07
45,2020,07
1276,2020,07
1852,2020,07
288,2020,07
2098,2020,07
1471,2020,07
148,2020,07
2262,2020,07
491,2020,07
532,2020,07
2313,2020,07
929,2020,07
2040,2020,07
2139,2020,07
2234,2020,07
1857,2020,07
1132,2020,07
1669,2020,07
1533,2020,07
499,2020,07
1400,2020,07
716,2020,07
2190,2020,07
307,2020,07
1836,2020,07
1882,2020,07
707,2020,07
2373,2020,07
2396,2020,07
1748,2020,07
216,2020,07
1352,2020,07
1305,2020,07
1342,2020,07
1067,2020,07
2067,2020,07
490,2020,07
1514,2020,07
49,2020,07
2402,2020,07
1552,2020,07
185,2020,07
1590,2020,07
2326,2020,07
644,2020,07
2409,2020,07
570,2020,07
60,2020,07
1323,2020,07
2160,2020,07
1758,2020,07
205,2020,07
406,2020,07
1246,2020,07
2097,2020,07
1615,2020,07
34,2020,07
2278,2020,07
865,2020,07
1738,2020,07
1047,2020,07
340,2020,07
239,2020,07
1397,2020,07
41,2020,07
1083,2020,07
2354,2020,07
651,2020,07
1467,2020,07
1790,2020,07
612,2020,07
48,2020,07
1761,2020,07
618,2020,07
1676,2020,07
966,2020,07
2289,2020,07
803,2020,07
977,2020,07
921,2020,07
2088,2020,07
1687,2020,07
2197,2020,07
1229,2020,07
1143,2020,07
371,2020,07
934,2020,07
758,2020,07
2407,2020,07
2296,2020,07
2136,2020,07
605,2020,07
688,2020,07
143,2020,07
1275,2020,07
1909,2020,07
439,2020,07
1875,2020,07
1630,2020,07
478,2020,07
1591,2020,07
1608,2020,07
175,2020,07
156,2020,07
1061,2020,07
526,2020,07
111,2020,07
794,2020,07
1369,2020,07
1824,2020,07
1767,2020,07
502,2020,07
1747,2020,07
1547,2020,07
555,2020,07
1506,2020,07
1985,2020,07
2114,2020,07
1542,2020,07
1540,2020,07
544,2020,07
2267,2020,07
545,2020,07
2201,2020,07
1649,2020,07
695,2020,07
784,2020,07
588,2020,07
65,2020,07
1800,2020,07
493,2020,07
17,2020,07
925,2020,07
38,2020,07
1446,2020,07
944,2020,07
1544,2020,07
1760,2020,07
1019,2020,07
705,2020,07
26,2020,07
430,2020,07
912,2020,07
2033,2020,07
832,2020,07
720,2020,07
2249,2020,07
18,2020,07
482,2020,07
63,2020,07
975,2020,07
1959,2020,07
1850,2020,07
